,species_id,name,flavor_text
647,648,Meloetta,"Its melodies are sung with a special vocalization
method that can control the feelings of those who
hear it."
648,649,Genesect,"This Pokémon existed 300 million years ago. Team
Plasma altered it and attached a cannon to its back."
649,650,Chespin,"Such a thick shell of wood covers its head and back
that even a direct hit from a truck wouldn’t faze it."
650,651,Quilladin,"They strengthen their lower bodies by
running into one another. They are very
kind and won’t start fights."
651,652,Chesnaught,"When it takes a defensive posture with its fists
guarding its face, it could withstand a bomb blast."
652,653,Fennekin,"As it walks, it munches on a twig in place
of a snack. It intimidates opponents
by puffing hot air out of its ears."
653,654,Braixen,"When the twig is plucked from its tail,
friction sets the twig alight. The flame
is used to send signals to its allies."
654,655,Delphox,"Using psychic power, it generates a
fiery vortex of 5,400 degrees Fahrenheit,
incinerating foes swept into this whirl of flame."
655,656,Froakie,"It protects its skin by covering its body in
delicate bubbles. Beneath its happy-go-lucky air,
it keeps a watchful eye on its surroundings."
656,657,Frogadier,"Its swiftness is unparalleled.
It can scale a tower of more
than 2,000 feet in a minute’s time."
657,658,Greninja,"It appears and vanishes with a ninja’s grace.
It toys with its enemies using swift movements, while
slicing them with throwing stars of sharpest water."
658,659,Bunnelby,"It has ears like shovels. Digging holes
strengthens its ears so much that they
can sever thick roots effortlessly."
659,660,Diggersby,"As powerful as an excavator, its ears
can reduce dense bedrock to rubble.
When it’s finished digging, it lounges lazily."
660,661,Fletchling,"Despite the beauty of its lilting voice, it’s
merciless to intruders that enter its territory."
661,662,Fletchinder,"The hotter the flame sac on its belly,
the faster it can fly, but it takes some
time to get the fire going."
662,663,Talonflame,"When attacking prey, it can reach speeds
of up to 310 mph. It finishes its prey off
with a colossal kick."
663,664,Scatterbug,"The powder that covers its body
regulates its temperature, so it
can live in any region or climate."
664,665,Spewpa,"The beaks of bird Pokémon can’t begin
to scratch its stalwart body.
To defend itself, it spews powder."
665,666,Vivillon,"The patterns on this Pokémon’s wings
depend on the climate and topography
of its habitat. It scatters colorful scales."
666,667,Litleo,"They set off on their own from their pride
and live by themselves to become stronger.
These hot-blooded Pokémon are quick to fight."
667,668,Pyroar,"With fiery breath of more than 10,000 degrees
Fahrenheit, they viciously threaten any challenger.
The females protect the pride’s cubs."
668,669,Flabébé,"When it finds a flower it likes, it dwells on
that flower its whole life long. It floats in the
wind’s embrace with an untroubled heart."
669,670,Floette,"When the flowers of a well-tended flower bed bloom,
it appears and celebrates with an elegant dance."
670,671,Florges,"In times long past, governors of castles
would invite Florges to create flower gardens
to embellish the castle domains."
671,672,Skiddo,"If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back."
672,673,Gogoat,"They inhabit mountainous regions.
The leader of the herd is decided by
a battle of clashing horns."
673,674,Pancham,"It does its level best to glare and pull a scary face,
but it can’t help grinning if anyone pats its head."
674,675,Pangoro,"It charges ahead and bashes its opponents like
a berserker, uncaring about any hits it might take.
Its arms are mighty enough to snap a telephone pole."
675,676,Furfrou,"Historically, in the Kalos region, these Pokémon
were the designated guardians of the king."
676,677,Espurr,"It has enough psychic energy to blast
everything within 300 feet of itself,
but it has no control over its power."
677,678,Meowstic,"The eyeball patterns on the interior of its ears
emit psychic energy. It keeps the patterns tightly
covered because that power is too immense."
678,679,Honedge,"If anyone dares to grab its hilt, it wraps
a blue cloth around that person’s arm and
drains that person’s life energy completely."
679,680,Doublade,"The complex attack patterns of its two swords
are unstoppable, even for an opponent
greatly accomplished at swordplay."
680,681,Aegislash,"Apparently, it can detect the innate qualities
of leadership. According to legend, whoever it
recognizes is destined to become king."
681,682,Spritzee,"In the past, rather than using perfume,
royal ladies carried a Spritzee
that would waft a fragrance they liked."
682,683,Aromatisse,"Its scent is so overpowering that, unless a Trainer
happens to really enjoy the smell, he or she will
have a hard time walking alongside it."
683,684,Swirlix,"Because it eats nothing but sweets,
its fur is as sticky sweet as cotton candy."
684,685,Slurpuff,"Its sense of smell is 100 million times better than
a human’s, so even the faintest scent tells it about
everything in the area. It’s like it can see with its nose!"
685,686,Inkay,"It flashes the light-emitting spots on its body,
which drains its opponent’s will to fight.
It takes the opportunity to scuttle away and hide."
686,687,Malamar,"It lures its prey close with hypnotic motions,
then wraps its tentacles around it before
finishing it off with digestive fluids."
687,688,Binacle,"They stretch and then contract, yanking their
rocks along with them in bold hops. They eat
seaweed that washes up on the shoreline."
688,689,Barbaracle,"Barbaracle’s legs and hands have minds
of their own, and they will move independently.
But they usually follow the head’s orders."
689,690,Skrelp,"It looks just like rotten kelp. It hides from foes
while storing up power for its evolution."
690,691,Dragalge,"Tales are told of ships that wander into
seas where Dragalge live, never to return."
691,692,Clauncher,"Through controlled explosions of internal gas,
it can expel water like a pistol shot.
At close distances, it can shatter rock."
692,693,Clawitzer,"By expelling water from the nozzle in the back
of its claw, it can move at a speed of 60 knots."
693,694,Helioptile,"The frills on either side of its head have cells
that generate electricity when exposed to sunlight."
694,695,Heliolisk,"It stimulates its muscles with electricity,
boosting the strength in its legs and enabling
it to run 100 yards in five seconds."
695,696,Tyrunt,"Its immense jaws have enough destructive
force that it can chew up an automobile.
It lived 100 million years ago."
696,697,Tyrantrum,"Nothing could stop this Pokémon
100 million years ago,
so it behaved like a king."
697,698,Amaura,"This calm Pokémon lived in a cold land where
there were no violent predators like Tyrantrum."
698,699,Aurorus,"Using its diamond-shaped crystals,
it can instantly create a wall of
ice to block an opponent’s attack."
699,700,Sylveon,"It wraps its ribbonlike feelers around
the arm of its beloved Trainer
and walks with him or her."
700,701,Hawlucha,"With its wings, it controls its position in the air.
It likes to attack from above, a maneuver that
is difficult to defend against."
701,702,Dedenne,"It uses its tail to absorb electricity from
power plants or from outlets in houses,
and then it fires the electricity from its whiskers."
702,703,Carbink,"It has slept underground for hundreds of millions
of years since its birth. It’s occasionally found
during the excavation of caves."
703,704,Goomy,"It’s covered in a slimy membrane that makes
any punches or kicks slide off it harmlessly."
704,705,Sliggoo,"Its four horns are a high-performance radar system.
It uses them to sense sounds and smells,
rather than using ears or a nose."
705,706,Goodra,"It attacks with retractable horns.
It throws a punch that’s the equivalent
of the force of a hundred pro boxers."
706,707,Klefki,"It never lets go of a key that it likes,
so people give it the keys to vaults and
safes as a way to prevent crime."
707,708,Phantump,"According to old tales, these Pokémon are
stumps possessed by the spirits of
children who died while lost in the forest."
708,709,Trevenant,"Using its roots as a nervous system,
it controls the trees in the forest.
It’s kind to the Pokémon that reside in its body."
709,710,Pumpkaboo,"It is said to carry wandering spirits
to the place where they belong
so they can move on."
710,711,Gourgeist,"It enwraps its prey in its hairlike arms.
It sings joyfully as it observes the
suffering of its prey."
711,712,Bergmite,"Using air of -150 degrees Fahrenheit, they
freeze opponents solid. They live in herds
above the snow line on mountains."
712,713,Avalugg,"The way several Bergmite huddle
on its back makes it look like
an aircraft carrier made of ice."
713,714,Noibat,"Even a robust wrestler will become
dizzy and unable to stand when exposed
to its 200,000-hertz ultrasonic waves."
714,715,Noivern,"The ultrasonic waves it emits from its ears
can reduce a large boulder to pebbles.
It swoops out of the dark to attack."
715,716,Xerneas,"When the horns on its head shine
in seven colors, it is said to be
sharing everlasting life."
716,717,Yveltal,"When its life comes to an end, it absorbs
the life energy of every living thing
and turns into a cocoon once more."
717,718,Zygarde,"It’s hypothesized that it’s monitoring
those who destroy the ecosystem
from deep in the cave where it lives."
718,719,Diancie,"It can instantly create many diamonds
by compressing the carbon in the air
between its hands."
719,720,Hoopa,"It is said to be able to seize anything it desires
with its six rings and six huge arms. With its power
sealed, it is transformed into a much smaller form."
720,721,Volcanion,"It expels its internal steam from the
arms on its back. It has enough
power to blow away a mountain."
